FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,min value received,max value received,avg val received,min val sent,max val sent,avg val sent,total transactions,total bitcoin sent,total bitcoin received,total bitcoin balance
0,0,8337.53,141737.98,0,17,0,4.469495,2.167293,0,0,0,18,0,36.84397257,36.84397257
0,2750.99,15927.21,984878.85,28,57,0.040047,3.60913,0.11416,0.013923,1.400083,0.231597,85,6.48471134,6.507103375,0.022392035
0,151.69,8359.7,255341.83,30,30,1.000198,1.018973,1.010817,0.998998,1.018438,1.009943,60,30.29828426,30.3245041,0.026219837
0,0,7.3,72994.58,0,9999,0,0.99,0.000158,0,0,0,10000,0,1.58,1.58
0,267.34,11341.64,644489.02,35,56,0.093034,1.005742,0.565739,0.532575,1.005171,0.898231,91,31.43808752,31.68138997,0.243302451
0,333.59,1806.44,76122.08,17,39,0.250588,0.397564,0.291904,0.525622,1.091737,0.668924,56,11.37170792,11.38426564,0.012557718
0,10593.89,6211.76,465792.2,34,17,0.0001,14.16,3.810782,0,9,1.903882,51,64.732,64.7833,0.0513
0,162.87,0.82,327.37,2,2,5.923529,95.076471,50.5,1.999496,98.999478,50.499487,4,100.9989738,101,0.001026218
0,18.77,0.08,75.27,4,2,8.516211,92.483789,50.5,0.004961,86.757647,25.249487,6,100.9979499,101,0.002050075
0,18.3,910.45,1043827.73,1119,1124,0.099002,0.161618,0.102332,0.090759,0.298679,0.10173,2243,113.8363447,115.021728,1.185383303
0,24.06,0.18,72.55,3,2,17.076317,83.923683,50.5,0.667913,87.978166,33.666149,5,100.998446,101,0.001554
0,0,0,0,0,1,0.012611,0.012611,0.012611,0,0,0,1,0,0.01261085,0.01261085
0,163.93,1.11,330.08,2,2,40.931046,60.068954,50.5,0.504854,100.494119,50.499487,4,100.9989738,101,0.001026218
0,515.45,1731.68,286926.48,46,152,0.030595,0.392,0.080881,0.007,2.19,0.292583,198,13.45880735,12.29398775,-1.1648196
0,14.25,13.26,142450.03,9997,45,0,25,1.112667,0,0.022593,1.90E-05,12592,0.19347701,50.07,49.87652299
0,138235.44,3993.22,430679.22,3,4,0.05,5.6,1.784507,0.099234,5.599541,2.378934,7,7.136802178,7.13802698,0.001224802
0,0,19260.17,192601.7,0,10,0,18.39442,7.012738,0,0,0,11,0,70.12737969,70.12737969
0,16.89,0.32,68.2,4,2,31.899569,69.100431,50.5,1.53674,43.629402,25.249234,6,100.9969374,101,0.003062624
0,252.01,241132.3,966293.25,7,4,0.015354,1.22,0.369962,0.000559,1.195018,0.211129,11,1.47790471,1.47984994,0.00194523
0,1.85,0.07,7.53,4,2,963.677192,1037.322808,1000.5,0.001078,1057.588437,500.249528,6,2000.998113,2001,0.001886545
0,7.91,776.18,588062.15,750,750,0.074896,14.058949,2.586985,0.999163,14.058341,2.586261,1500,1939.695888,1940.23862,0.542732749
0,893.32,2072.49,279643.07,30,122,0.01,1160,25.357651,0,1200,151.473924,152,4544.217724,3093.633467,-1450.584257
0,0,1420.85,198918.6,0,140,0,4.447728,2.117592,0,0,0,141,0,296.4628825,296.4628825
0,0,2514.5,319341.6,0,127,0,0.330017,0.167015,0,0,0,128,0,21.21094003,21.21094003
0,0.89,0.42,3.52,3,2,794.177673,1206.822327,1000.5,1.1,1566.998878,666.99939,5,2000.998169,2001,0.001830667
0,2.6,10.31,34366.48,8915,1085,0.002,10000,213.889826,0.01,9700,25.442581,10000,226820.6126,232070.4615,5249.848964
0,0,5.69,264790.97,1,2,0.012602,0.231867,0.122234,0.244027,0.244027,0.244027,3,0.244027,0.24446829,0.00044129
0,0,0,55.87,1,1,1.5339,1.5339,1.5339,1.532853,1.532853,1.532853,2,1.532853043,1.5339,0.001046957
0,4011.04,5210.92,658016.53,90,57,0.97,885.9995,137.599694,0,500,87.477333,147,7872.96,7843.182548,-29.77745187
0,1489.03,127.29,1064520.53,298,4877,0,13999.99865,60.336823,0,17281.1,932.962847,5175,278022.9283,294262.6875,16239.75921
0,78234.17,20248.78,961819.82,11,5,0.01,25.017405,9.988235,0,24.517278,3.33169,16,36.64858812,49.94117483,13.29258671
0,196.61,115124.86,692715.23,10,6,0.004,1.27,0.414547,0.000865,1.244128,0.247691,16,2.4769102,2.48728098,0.01037078
0,0,0,48.18,1,1,20.009559,20.009559,20.009559,20.008512,20.008512,20.008512,2,20.00851204,20.009559,0.001046957
0,29476.99,13066.6,848145.13,27,4,0.00134,14.2369,4.785342,0,11.780887,1.004276,31,27.11544633,19.14136685,-7.974079478
0,0,0,1.87,1,1,1.990144,1.990144,1.990144,1.989673,1.989673,1.989673,2,1.989672664,1.9901443,0.000471636
0,487.89,1179.15,907205.4,1277,241,0,29.99,3.035791,0,30,0.731228,1518,933.7778803,731.6256102,-202.1522701
0,0,22083,88331.98,0,4,0,10.579864,7.692818,0,0,0,5,0,30.77127371,30.77127371
0,0,19.5,194979.25,0,9999,2.00E-05,179999.361,93.315568,0,0,0,10000,0,933062.3638,933062.3638
0,2.38,0.15,7.45,3,2,638.260638,1362.739362,1000.5,0.499124,1629.959066,666.999528,5,2000.998585,2001,0.001414909
0,1390.69,10460.76,299067.45,27,25,0.011878,99.995,17.972795,0,99.991643,16.637985,52,449.2255919,449.3198647,0.094272728
0,0,0,2901.17,1,1,4.736076,4.736076,4.736076,4.735635,4.735635,4.735635,2,4.73563527,4.73607627,0.000441
0,163.28,0,326.55,2,1,101,101,101,0.99895,100.000066,50.499508,3,100.9990158,101,0.000984218
0,0,0,40.02,1,1,3.5,3.5,3.5,3.4978,3.4978,3.4978,2,3.4978,3.5,0.0022
0,2.11,0,6.32,3,2,371.040934,1629.959066,1000.5,0.49319,1164.811601,666.999528,5,2000.998585,2001,0.001414909
0,3925.8,9854.21,871828.2,79,57,0.018016,305,46.622578,0,616.298886,31.670619,136,2501.978886,2657.486948,155.508062
0,0,0,47,1,1,0.999496,0.999496,0.999496,0.998992,0.998992,0.998992,2,0.998992,0.999496,0.000504
0,163.77,0,327.53,2,1,101,101,101,0.5,100.499016,50.499508,3,100.9990158,101,0.000984218
0,47.78,134.97,569106.3,8956,1046,0.005,1499.995,113.602799,0,1314,13.201019,10002,118228.3265,118828.5282,600.2017144
0,22.18,0,66.53,3,1,101,101,101,10.16,75.246948,33.666149,4,100.998446,101,0.001554
0,3731.14,5848.88,972422.52,107,98,0.00077,83,6.14289,0,82,6.370123,205,681.6031907,602.0032643,-79.59992638
0,5179.02,47115.8,800463.88,9,16,0.005,52.164962,10.688288,0,52.164533,19.000413,25,171.0037208,171.0126033,0.008882494
0,2.11,0,6.32,3,2,371.649065,1629.350935,1000.5,0.075266,1440.738913,666.999528,5,2000.998585,2001,0.001414909
0,0,46482.28,464822.75,0,10,0,1.008,0.342543,0,0,0,11,0,3.42542975,3.42542975
0,0,391.38,174945.87,0,447,0,0.698131,0.103574,0,0,0,448,0,46.29771489,46.29771489
0,156.46,0,312.92,2,1,101,101,101,1.523688,99.474883,50.499286,3,100.9985715,101,0.001428506
0,0,7787.67,319294.35,0,41,0,1.005008,0.840712,0,0,0,42,0,34.46917743,34.46917743
0,159.49,0.84,320.67,2,2,23.31124,77.68876,50.5,3.484421,97.514595,50.499508,4,100.9990158,101,0.000984218
0,7252.93,12074.23,608994.53,54,18,0.03,11,2.355087,0,5,0.783965,72,42.33409632,42.39156885,0.05747253
0,8798.94,42491.04,990603.87,16,20,0.002223,0.11041,0.051795,0.001782,0.201605,0.061674,36,0.986784915,1.035907455,0.04912254
0,10.06,2441.71,392262.98,158,160,0.050037,0.99,0.061492,0.048987,0.98895,0.061174,318,9.66551452,9.838697822,0.173183302
0,18.28,0,54.83,3,1,101,101,101,5,55.99197,33.666149,4,100.998446,101,0.001554
0,5.03,0,15.08,3,2,818.43983,1182.56017,1000.5,6.999528,1533.266746,666.999528,5,2000.998585,2001,0.001414909
0,0,18004.05,599225.83,1,7,0.001066,0.001754,0.001215,0.008441,0.008441,0.008441,8,0.00844101,0.00850401,6.30E-05
0,0,347.07,191237.18,0,551,0,83.323348,2.048649,0,0,0,552,0,1128.805574,1128.805574
0,0,278,556,0,2,0,0,0,0,0,0,3,0,0,0
0,2.79,711.45,418545.25,586,586,0.079251,0.134759,0.099614,0.078831,0.134339,0.099194,1172,58.12764222,58.37376222,0.246120001
0,0,0,2.78,1,1,0.1271,0.1271,0.1271,0.12648,0.12648,0.12648,2,0.12648,0.1271,0.00062
0,1708.59,1701.47,997372.47,283,302,0.004527,50.68797,3.796793,0,27,4.156852,585,1176.38917,1146.631432,-29.75773838
0,258.02,85934.21,259350.75,6,3,0.24675,0.633474,0.393408,0.0005,0.620273,0.195992,9,1.17595333,1.180224,0.00427067
0,2.99,0,8.98,3,2,963.586248,1037.413752,1000.5,0.503586,1362.234361,666.999528,5,2000.998585,2001,0.001414909
0,5232.82,9643.72,270544.85,13,21,0.0005,19.05,3.435403,0.03307,59.998364,6.351046,34,82.56360441,72.14346441,-10.42014
0,162.12,0.3,324.83,2,2,28.560456,72.439544,50.5,1,99.999016,50.499508,4,100.9990158,101,0.000984218
0,10129.32,0,20258.63,2,1,0.01,0.01,0.01,0,0.007227,0.003613,3,0.007226887,0.01,0.002773113
0,0,1400.73,198903.78,0,142,0,5.495422,2.163756,0,0,0,143,0,307.2533845,307.2533845
0,144.39,2358.39,841174.82,109,350,0.200001,6.49,0.267101,0.547256,6.488723,0.856445,459,93.35251236,93.48523364,0.132721282
0,147,5222.36,37291.5,5,7,0.005004,0.19,0.110715,0.099412,0.189528,0.154403,12,0.772012531,0.775004167,0.002991636
0,23.11,0,69.32,3,1,101,101,101,1.024994,80.673313,33.666149,4,100.998446,101,0.001554
0,36.37,366.84,368326.18,9986,14,0.01,10,1.518572,0,4,0.001065,10003,10.630195,21.26000995,10.62981495
0,14.11,11932.14,35838.77,3,3,1,6,3.666667,0.999496,5.999307,3.666128,6,10.998383,11,0.001617
0,19.82,2474.53,379120.47,151,152,0.0001,1.112284,0.484936,0.02699,1.111444,0.487235,303,73.57255846,73.71031846,0.13776
0,161.71,0,323.42,2,1,101,101,101,2.965659,98.033357,50.499508,3,100.9990158,101,0.000984218
0,0,320.45,20508.92,0,64,0.009635,70.995,15.675285,0,0,0,64,0,1003.218246,1003.218246
0,0,4097.89,192600.63,0,47,0,0.450981,0.275918,0,0,0,48,0,12.96812576,12.96812576
0,0,3.82,38229.32,0,9999,0,2000,6.286646,0,0,0,10000,0,62860.16907,62860.16907
0,62.18,13912.06,265510.48,19,19,0.0487,13.909496,3.532487,0.048279,13.909032,3.532038,38,67.1087231,67.1172521,0.008529001
0,62954.09,0,188862.28,3,1,0.874516,0.874516,0.874516,0.024317,0.728874,0.291064,4,0.873190978,0.87451612,0.001325142
0,0,712.54,409707.98,0,575,0,2.423497,1.358906,0,0,0,576,0,781.3712222,781.3712222
0,60767.25,11114.84,265298.68,4,2,1.005526,10,5.502763,0.004644,7.14,2.750941,6,11.003762,11.005526,0.001764
0,16.01,2743.74,355815.67,117,129,0.42,14.99,1.817967,0.41958,14.98958,2.0211,246,236.4686505,234.5177905,-1.950859998
0,0,0,1.85,1,1,16,16,16,15.999528,15.999528,15.999528,2,15.99952836,16,0.000471636
0,21881.98,348288.3,740340.57,2,2,0.005,4.024671,2.014836,0,4.024222,2.012111,4,4.024222139,4.02967128,0.005449141
0,443.94,7984.19,409218.27,670,14,0,49,14.223,0,41,2.223892,684,1490.007708,199.1220003,-1290.885707
0,3.22,7534.68,22613.7,3,3,0.1,0.5,0.233333,0.099528,0.499263,0.232773,6,0.69831999,0.7,0.00168001
0,162.38,0.63,326.03,2,2,18.462623,82.537377,50.5,0.004451,100.994565,50.499508,4,100.9990158,101,0.000984218
0,3.04,51.38,108.85,2,2,0.308625,0.657097,0.482861,0.308154,0.656625,0.482389,4,0.964778657,0.96572193,0.000943273
0,0,0,2239.45,1,1,0.072952,0.072952,0.072952,0.072332,0.072332,0.072332,2,0.072331652,0.072951652,0.00062
0,2732.71,64052.11,954116.4,21,14,0.000483,22.45,2.234055,0.000202,22.327292,1.489025,35,31.26952247,31.27676625,0.00724378
0,4.18,24131.76,96543.75,4,4,3.5,34,20.467673,3.499097,33.999392,20.466843,8,81.86737345,81.87069355,0.0033201
0,50.57,2084.43,1218326.62,556,571,0.425794,1.127247,0.997305,0.511598,5.03699,1.023107,1127,568.8473116,569.46138,0.61406842
0,8.36,64131.39,320690.37,4,5,0.019397,0.234686,0.137151,0.127697,0.231433,0.168767,9,0.67506866,0.685756584,0.010687924
0,2.23,0,8.92,4,2,430.844128,1570.155872,1000.5,0.001078,1900.529431,500.249528,6,2000.998113,2001,0.001886545
0,23.85,0.17,72.05,3,3,0.186266,100.36569,33.666667,0.707733,85.192805,33.666152,6,100.9984557,101,0.001544256
0,162.31,0.33,325.27,2,2,30.003368,70.996632,50.5,3,97.999016,50.499508,4,100.9990158,101,0.000984218
0,19.93,0,59.8,3,1,101,101,101,0.755959,81.506732,33.666149,4,100.998446,101,0.001554
0,0,3291.24,9873.72,0,3,0,0.531,0.354,0,0,0,4,0,1.062,1.062
0,0,10307.49,226764.85,0,22,0,7.337616,1.974968,0,0,0,23,0,43.44928793,43.44928793
0,155.61,0,311.22,2,1,101,101,101,0.547765,100.451251,50.499508,3,100.9990158,101,0.000984218
0,160.32,0,320.63,2,1,101,101,101,0.34,100.659016,50.499508,3,100.9990158,101,0.000984218
0,3.08,14442.29,28890.73,2,2,10,32,21,9.999004,31.9988,20.998902,4,41.99780352,42,0.00219648
0,1708.91,3128.7,1061098.52,79,296,0.010245,677.961641,7.991117,0.05,910,23.742702,375,1875.673461,2365.37051,489.6970496
0,30.79,2823.89,5709.37,2,2,0.572376,0.828431,0.700403,0.571872,0.827927,0.699899,4,1.399798796,1.400806796,0.001008
0,20.85,91.43,328195.53,8304,1696,0.001,8510,63.258991,0,21000,12.910232,10000,107206.5624,107287.2482,80.68575998
0,0,0,11884.15,1,1,0.497892,0.497892,0.497892,0.487892,0.487892,0.487892,2,0.48789202,0.49789202,0.01
0,34.23,154.89,12004.62,43,68,5.703188,107.967432,25.483363,7.406934,239.015202,40.298852,111,1732.850655,1732.868715,0.01806
0,2608.49,8617.48,656417.75,27,68,0.098326,1.001829,0.618764,0.058,10,1.557815,95,42.061,42.07592149,0.014921485
0,4.94,7251.89,348317.88,46,48,0.0435,3.4,0.212667,0.048468,3.399341,0.221047,94,10.16814407,10.20802119,0.039877115
0,17980.38,15568.44,270802.48,9,7,0.019927,1.05688,0.587366,0,1.016458,0.566721,16,5.100487782,4.11155925,-0.988928532
0,2.17,63.71,131.77,2,2,0.2,0.24304,0.22152,0.199425,0.242414,0.220919,4,0.441838751,0.44304024,0.001201489
0,10395.33,3004.6,930053.23,86,12,0.017446,15.500639,4.827583,0,30,0.669993,98,57.61941392,57.93099877,0.311584848
0,63.42,1643.03,765374.43,436,449,0.903731,6.126712,1.049104,0.902153,6.126,1.079045,885,470.4635035,471.0475228,0.584019303
0,254.31,285.02,1145541.85,4491,12,1,5,4.486667,0,0.063,0.009169,4503,41.178,53.84,12.662
0,33.55,0,100.65,3,1,101,101,101,0.634974,65.291089,33.666163,4,100.998488,101,0.001512
0,10474.15,0,20948.3,2,1,0.099,0.099,0.099,0,0,0,3,0,0.099,0.099
0,21296.63,9724.11,1003272.12,43,9,0.01,20000,2237.178566,0,4000,468.245324,52,20134.54892,20134.6071,0.058173416
0,0,9493.7,161392.93,0,17,0,7.699339,2.504946,0,0,0,18,0,42.58407756,42.58407756
0,0,0,983.42,1,1,0.0952,0.0952,0.0952,0.094696,0.094696,0.094696,2,0.094696,0.0952,0.000504
0,0,22676.5,226765.03,0,10,0,17.676395,5.872955,0,0,0,11,0,58.72954628,58.72954628
0,2.82,0,8.47,3,2,512.319064,1488.680936,1000.5,1.519172,1458.473763,666.999528,5,2000.998585,2001,0.001414909
0,23.23,0,69.68,3,1,101,101,101,0.024329,56.65911,33.67366,4,101.020981,101,-0.020981
0,0,429.99,2579.97,0,6,0,5.245,1.789167,0,0,0,7,0,10.735,10.735
0,0,0,30.82,1,1,0.3251,0.3251,0.3251,0.32448,0.32448,0.32448,2,0.32448,0.3251,0.00062
0,2.65,6.29,36.77,2,5,0.02,4.479118,2.404,0.019528,11.999528,6.009528,7,12.01905673,12.02,0.000943273
0,0,22676.93,226769.32,0,10,0,4.849625,1.179969,0,0,0,11,0,11.79969387,11.79969387
0,27.5,16298.52,228481.82,11,14,0.086091,11.697064,3.616371,1.16904,11.695513,4.601549,25,50.61703489,50.62918941,0.01215452
0,0,0,5.95,1,1,4.786785,4.786785,4.786785,4.786313,4.786313,4.786313,2,4.786313044,4.78678468,0.000471636
0,2848.67,23825.74,263895.43,9,10,0.01,3.012475,1.00437,0,6,1.115087,19,10.03578349,10.04369856,0.007915072
0,651.52,44441.43,1045767.9,923,10,0.006093,10,2.613806,0,8.1,0.150071,933,138.5159923,26.13805519,-112.3779371
0,7594.41,6714.14,646629.7,71,16,0.026695,4.24086,0.773113,0,4.234589,0.170099,87,12.07705515,12.36981206,0.292756903
0,16.84,4693.79,970373.2,205,206,0.047214,0.236837,0.152468,0.082885,0.249966,0.152126,411,31.18585344,31.40838674,0.222533301
0,0,1017.71,295137.23,0,290,0,1.000098,0.148624,0,0,0,291,0,43.10092727,43.10092727
0,28655.44,2208.39,844258.03,29,6,0.938967,3205,559.487633,0,3000,115.740964,35,3356.48797,3356.925799,0.43782967
0,3380.25,31724,826902.47,10,25,0.005,47.997876,8.406404,0,100.9029,21.015084,35,210.1508433,210.1601022,0.009258944
0,0,0,36108.33,1,1,2.792458,2.792458,2.792458,2.792017,2.792017,2.792017,2,2.79201714,2.79245814,0.000441
0,964.23,19053.01,501626.9,46,24,0.0008,20.012,5.036538,0,16.96982,2.62686,70,120.8355448,120.8769099,0.041365102
0,0,1814.3,226787.22,0,125,0,0.338077,0.178617,0,0,0,126,0,22.32714776,22.32714776
0,19.45,822.13,576861.75,620,687,0.091632,63.856508,1.142049,0.524133,63.855829,1.264737,1307,784.1369964,784.587549,0.45055256
0,74980.67,0,149961.35,2,1,0.01,0.01,0.01,0,0.009277,0.004639,3,0.009277419,0.01,0.000722581
0,5.16,0,325.22,63,1,6333.016626,6333.016626,6333.016626,54.373566,119.4,100.523561,64,6332.984349,6333.016626,0.032277
0,22.73,4017.97,719198.43,176,178,0.00268,0.104812,0.068408,0.04895,0.10567,0.068015,354,11.97057947,12.17654637,0.205966901
0,3.79,19.85,94.55,4,4,1,10,7.5,0.998944,9.998944,7.498944,8,29.99577701,30,0.004222986
0,27130.07,40053.19,1006465.13,12,17,0.27,6.519477,1.106346,0,7.52,1.545946,29,18.55134794,18.80788528,0.256537337
0,61066.49,24140.91,462962.58,6,4,0.02,0.670438,0.405052,0,0.66,0.375435,10,2.252611307,1.62020644,-0.632404867
0,86471.73,36485.77,541815.98,5,3,0.099528,79.998929,27.032597,0.005044,79.998261,16.218825,8,81.09412526,81.09778956,0.003664305
0,0,28.78,287741.08,0,9999,0,50,0.010334,0,0,0,10000,0,103.332,103.332
0,698.81,774.95,728566.25,493,501,0.005,960.680978,116.984484,0.001,950,119.371417,994,58850.10844,58609.22623,-240.8822077
0,8042.74,1080.3,1007018.15,115,76,0.01,84.4261,12.862638,0,105,9.073009,191,1043.396,977.5604888,-65.83551122
0,0,9927.29,148909.4,0,15,0,90,23.863295,0,0,0,16,0,357.9494209,357.9494209
0,94.26,4251.47,325741.68,73,75,0.050037,0.454037,0.06946,0.048719,0.453197,0.070506,148,5.14693408,5.20947208,0.062538
0,160.4,0.84,322.48,2,2,46.006886,54.993114,50.5,0.663027,100.335989,50.499508,4,100.9990158,101,0.000984218
0,11.32,512.77,1572.27,3,3,0.075,0.1671,0.107033,0.07458,0.166518,0.106506,6,0.319516937,0.3211,0.001583063
0,0,127.79,1122026.92,0,8780,0,1,0.00015,0,0,0,8781,0,1.3202,1.3202
0,33.99,0,101.98,3,1,101,101,101,1.13787,97.467926,33.666163,4,100.998488,101,0.001512
0,1.52,0.27,5.08,3,2,448.499279,1552.500721,1000.5,0.155836,1475.826228,666.999528,5,2000.998585,2001,0.001414909
0,17554.71,11018,588638.37,26,12,0.005,0.700541,0.224964,0,0.490996,0.105769,38,2.749996,2.69956226,-0.05043374
0,160.95,0.33,322.55,2,2,19.351549,81.648451,50.5,2.949593,98.049423,50.499508,4,100.9990158,101,0.000984218
0,18.49,0,55.47,3,1,101,101,101,6.1,88.757955,33.666149,4,100.998446,101,0.001554
0,164.28,0.82,330.2,2,2,3.331397,97.668603,50.5,1.06076,99.938213,50.499487,4,100.9989738,101,0.001026218
0,3760.59,2928.91,282550.52,58,22,0.141692,18.573624,3.777697,0,18.58,1.463797,80,84.9002246,83.10933971,-1.79088489
0,9.78,16697.91,350861.58,21,21,0.177404,15.5179,1.625712,0.174302,15.517285,1.62299,42,34.08279784,34.13995453,0.057156688
0,5853.58,4341.67,629315.98,86,29,0.01,190,34.421242,0,190.11,12.49232,115,1074.339506,998.216004,-76.12350226
0,0,1659.34,228988.35,0,138,0,0.350059,0.16468,0,0,0,139,0,22.72584632,22.72584632
0,0,39.87,398613.53,0,9999,0,249999.9,99.677194,0,0,0,10000,0,996672.2662,996672.2662
0,0,2540.74,360785.72,0,142,0,0.84957,0.274853,0,0,0,143,0,39.02911245,39.02911245
0,9688.48,4943.4,73357.72,4,7,0.199466,3.259466,1.88291,0.489313,5.25847,3.292264,11,13.16905556,13.18037209,0.01131653
0,0,2101.09,229018.72,0,109,0,0.998556,0.442732,0,0,0,110,0,48.25779883,48.25779883
0,0,1821.2,1260270.63,0,692,0,634,7.610539,0,0,0,693,0,5266.49331,5266.49331
0,25518.51,14020.29,498782.02,17,8,0.095,11.995,3.27125,0,10,1.648835,25,28.03018831,26.17,-1.86018831
0,964.01,8859.64,362235.82,146,25,0.008915,10.823196,1.183188,0,8,0.226146,171,33.01734104,29.57969831,-3.437642732
0,2709.71,4752.01,767008.87,255,16,0,3,0.733306,0,5,0.136171,271,34.72368,11.73290283,-22.99077717
0,0,2553.81,10740.2,1,2,1.02,1.515,1.2675,2.534559,2.534559,2.534559,3,2.534559,2.535,0.000441
0,8.85,37057.47,407729.48,11,11,0.12,57.603808,7.384801,0.121841,57.600519,7.383657,22,81.22022962,81.23280821,0.012578592
0,201.07,0,402.15,2,1,0.999,0.999,0.999,0.1,0.897992,0.498996,3,0.997992,0.999,0.001008
0,23.13,0,69.38,3,1,101,101,101,0.007429,56.530378,33.666149,4,100.998446,101,0.001554
0,164.14,0.82,329.92,2,2,48.787303,52.212697,50.5,1,99.998974,50.499487,4,100.9989738,101,0.001026218
0,0,0,22.03,1,1,9.067092,9.067092,9.067092,9.066472,9.066472,9.066472,2,9.06647198,9.06709198,0.00062
0,1.68,0,5.03,3,2,526.363789,1474.636211,1000.5,0.03,1452.08936,666.999528,5,2000.998585,2001,0.001414909
0,142.12,2882.89,9075.03,3,3,0.099016,0.221995,0.153732,0.022,0.32,0.153,6,0.459,0.461196269,0.002196269
0,2.11,0.52,7.35,3,2,485.199716,1515.800284,1000.5,0.610235,1166.386575,666.999528,5,2000.998585,2001,0.001414909
0,0,14778.59,133007.28,0,9,0,12.271826,4.356068,0,0,0,10,0,39.20461609,39.20461609
0,0,0,17.28,1,1,0.078974,0.078974,0.078974,0.076774,0.076774,0.076774,2,0.07677434,0.07897434,0.0022
0,243777.98,207.96,731749.85,3,2,0.357953,4.309344,2.333649,1.666374,3,2.111063,5,6.33318832,4.66729766,-1.66589066
0,18.84,0,56.53,3,1,101,101,101,8.506026,68.849074,33.666149,4,100.998446,101,0.001554
0,4795.17,0,52746.85,11,1,3.996448,3.996448,3.996448,0.001139,3.379825,0.3628,12,3.9907986,3.9964476,0.005649
0,2.72,0.52,9.18,3,2,634.251679,1366.748321,1000.5,1.352964,1177.186924,666.999528,5,2000.998585,2001,0.001414909
0,12488.55,1927.18,973257.95,75,19,0.012798,14.5,4.729145,0,10,1.272626,94,95.44692,89.85374936,-5.59317064
0,0,14720.48,88322.85,0,6,0,7,3.972099,0,0,0,7,0,23.83259588,23.83259588
0,2.18,0,8.72,4,2,639.281012,1361.718988,1000.5,0.001078,1617.555053,500.249528,6,2000.998113,2001,0.001886545
0,66799.81,6.7,868417.67,13,3,0.001,1.7,0.600333,0,0.594447,0.138177,16,1.796299353,1.801,0.004700647
0,12133.84,6248.89,73894.83,3,6,1.012764,69.8,16.704575,5.200352,79.799542,33.405525,9,100.2165742,100.2274527,0.0108785
0,17452.06,1148.88,344226.82,19,11,0.115003,4.47,1.121439,0,4.539299,0.648171,30,12.3152579,12.33583065,0.020572748
0,1065.12,1397.91,1177709.98,82,780,0.000578,19.995,0.817372,0.1,56.870361,7.798865,862,639.506899,637.5504248,-1.956474178
0,0,0,21.13,1,1,0.146478,0.146478,0.146478,0.145858,0.145858,0.145858,2,0.145857878,0.146477878,0.00062
0,70.47,315.24,674657,2318,1622,0.000702,181.9,17.448756,0,191.09942,12.230682,3940,28350.722,28301.88191,-48.84008355
0,5.03,130283.16,390864.55,3,3,0.090008,15.2,10.095003,0,15.097,10.06424,6,30.19272105,30.28500764,0.09228659
0,0,38404.61,268832.25,0,7,0.508986,1.000829,0.930249,0,0,0,8,0,6.511742868,6.511742868
0,0,2623.14,375108.95,0,143,0,1.335207,0.417077,0,0,0,144,0,59.64199209,59.64199209
0,3.27,0.52,10.85,3,2,419.163426,1581.836574,1000.5,1.002805,1569.151652,666.999528,5,2000.998585,2001,0.001414909
0,108.75,462.03,1250.32,3,2,0.244645,1,0.622322,0.244204,0.749118,0.414441,5,1.24332181,1.24464481,0.001323
0,22.82,0,68.47,3,1,101,101,101,1,73.159424,33.666149,4,100.998446,101,0.001554
0,14862.02,5348.71,414911.92,20,22,1,60,18.625541,0.099391,59.999129,20.487143,42,409.7428572,409.7618954,0.019038154
0,0,11041.26,88330.12,0,8,0,400,199.778791,0,0,0,9,0,1598.230331,1598.230331
0,1709.61,1907.65,43407.12,12,12,1.689961,29.135636,12.416374,2.462843,29.155635,12.415801,24,148.9896174,148.9964861,0.006868635
0,29457.66,3221.76,429890.63,10,42,4.99,249.99,94.850952,0,2000,398.372822,52,3983.728223,3983.74,0.011777024
0,0,19359.79,193597.92,0,10,0,186,37.06697,0,0,0,11,0,370.6697,370.6697
0,29.14,0,58.28,2,1,101,101,101,21.645022,79.353928,50.499475,3,100.99895,101,0.00105
0,34.72,1113.58,8038.07,7,7,0.1,64.664897,14.487223,0.099559,62.314999,14.486748,14,101.4072358,101.4105601,0.003324284
0,162.42,0,324.83,2,1,101,101,101,4,96.999016,50.499508,3,100.9990158,101,0.000984218
0,164.66,0,329.32,2,1,101,101,101,0.086229,100.912745,50.499487,3,100.9989738,101,0.001026218
0,0,4420.22,198909.8,0,45,0,113,31.966802,0,0,0,46,0,1438.506107,1438.506107
0,0,1921.9,226784.33,0,118,0,2.221741,0.330935,0,0,0,119,0,39.05036361,39.05036361
0,3219.86,21753.52,150625.8,13,5,0.010195,0.842868,0.220441,0,0.837618,0.083988,18,1.091840013,1.10220393,0.010363917
0,162.8,0.33,326.25,2,2,36.248818,64.751182,50.5,0.127146,100.87187,50.499508,4,100.9990158,101,0.000984218
0,18.82,0,56.47,3,1,101,101,101,3.465754,68.519874,33.666149,4,100.998446,101,0.001554
0,159.21,0.94,320.3,2,2,40.006476,60.993524,50.5,7.815802,93.183214,50.499508,4,100.9990158,101,0.000984218
0,0,9538.59,133540.27,0,14,0,9.999468,4.607553,0,0,0,15,0,64.50574849,64.50574849
0,0,25195.38,226758.45,0,9,0,45.92,12.057,0,0,0,10,0,108.513,108.513
0,29246.56,0,58493.12,2,1,2,2,2,0.000569,1.9978,0.999185,3,1.99836932,2,0.00163068
